trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 1.0}",20,0,-163.6724916513151,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
2,False,"{'a': 0.9, 'e': 0.25}",20,0,2.1732790779175652,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
3,False,"{'a': 0.9, 'e': 0.1111111111111111}",20,0,2.9582986590637614,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4,False,"{'a': 0.9, 'e': 0.0625}",25,0,-16.35374325720915,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.04}",25,16,12.811284107261214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.9, 'e': 0.027777777777777776}",25,0,11.09165911554984,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
7,False,"{'a': 0.9, 'e': 0.02040816326530612}",20,3,-2.7900802017436175,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
8,False,"{'a': 0.9, 'e': 0.015625}",20,0,-22.805944762958298,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
9,False,"{'a': 0.9, 'e': 0.012345679012345678}",20,6,6.866897135535792,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.9, 'e': 0.01}",20,2,21.58215956478552,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.9, 'e': 0.008264462809917356}",20,0,1.944272458733358,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
12,False,"{'a': 0.9, 'e': 0.006944444444444444}",20,0,0.7888347098878903,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.9, 'e': 0.005917159763313609}",20,9,-7.587174368885222,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
14,False,"{'a': 0.9, 'e': 0.00510204081632653}",25,0,-12.464076563321715,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
15,False,"{'a': 0.9, 'e': 0.0044444444444444444}",20,6,10.59398429386291,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.9, 'e': 0.00390625}",20,0,34.240483471783165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.9, 'e': 0.0034602076124567475}",25,0,18.233010710005495,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
18,False,"{'a': 0.9, 'e': 0.0030864197530864196}",25,1,-5.675162624222401,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
19,False,"{'a': 0.9, 'e': 0.002770083102493075}",20,3,-21.17449225808953,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
20,False,"{'a': 0.9, 'e': 0.0025}",25,6,32.77194263003112,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.9, 'e': 0.0022675736961451248}",30,0,16.16016145220261,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
22,False,"{'a': 0.9, 'e': 0.002066115702479339}",25,3,17.969325416691028,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 0.001890359168241966}",20,0,9.60993333859873,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
24,False,"{'a': 0.9, 'e': 0.001736111111111111}",25,0,6.311038129686599,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
25,False,"{'a': 0.9, 'e': 0.0016}",20,8,22.37983219504998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.9, 'e': 0.0014792899408284023}",20,14,11.161813530730237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.9, 'e': 0.0013717421124828533}",20,13,12.316263458075966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.9, 'e': 0.0012755102040816326}",20,9,-48.53407889881526,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
29,False,"{'a': 0.9, 'e': 0.0011890606420927468}",25,0,-7.461498644493085,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
30,False,"{'a': 0.9, 'e': 0.0011111111111111111}",20,9,19.650985631588874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.9, 'e': 0.001040582726326743}",25,7,9.52624947423236,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
32,False,"{'a': 0.9, 'e': 0.0009765625}",25,0,23.851828111562522,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.9, 'e': 0.0009182736455463728}",30,12,-8.432729358468448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 0.9, 'e': 0.0008650519031141869}",25,4,24.758012361003765,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.9, 'e': 0.0008163265306122449}",20,7,25.80653657224425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.0007716049382716049}",25,15,18.933278107895106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.0007304601899196494}",20,12,14.224326805892082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.0006925207756232687}",25,9,29.221905743971853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.0006574621959237344}",20,11,17.928628566678427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.9, 'e': 0.000625}",20,3,28.063568124190144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.000594883997620464}",20,2,29.895848150993324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.9, 'e': 0.0005668934240362812}",25,16,-6.348785594281484,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.0005408328826392645}",20,16,6.766814776427749,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.9, 'e': 0.0005165289256198347}",25,11,20.308773008900864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.9, 'e': 0.0004938271604938272}",20,16,7.171805541554133,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.9, 'e': 0.0004725897920604915}",20,9,20.576936258717524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.9, 'e': 0.0004526935264825713}",25,7,-17.919510065183303,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.9, 'e': 0.00043402777777777775}",25,17,14.2141834013329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.00041649312786339027}",25,11,22.38270074266817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.9, 'e': 0.0004}",25,19,-31.195638305221767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
51,False,"{'a': 0.9, 'e': 0.00038446751249519417}",20,8,22.29863069440909,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.9, 'e': 0.0003698224852071006}",25,17,14.373309708347891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.9, 'e': 0.000355998576005696}",25,0,15.918721327085663,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
54,False,"{'a': 0.9, 'e': 0.00034293552812071334}",20,0,22.81610392791374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.9, 'e': 0.00033057851239669424}",25,13,1.2817951403479815,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.00031887755102040814}",20,7,23.367018807864213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.9, 'e': 0.0003077870113881194}",20,12,15.27908683325385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.9, 'e': 0.0002972651605231867}",30,2,36.198361700065654,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.0002872737719046251}",25,15,-4.0124597074071255,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.0002777777777777778}",30,0,42.74367678842286,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.9, 'e': 0.0002687449610319806}",30,8,28.677338500733445,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.00026014568158168577}",25,16,17.08129118243668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.0002519526329050139}",20,0,-14.665467289121027,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.9, 'e': 0.000244140625}",25,0,32.25452433890419,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.9, 'e': 0.00023668639053254438}",25,0,36.329620512451385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.9, 'e': 0.0002295684113865932}",25,0,42.49796879764501,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.9, 'e': 0.00022276676319893073}",20,13,11.723621666075239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.9, 'e': 0.00021626297577854672}",20,8,18.783431326968856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.9, 'e': 0.00021003990758244068}",20,16,6.862013586402603,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.9, 'e': 0.00020408163265306123}",25,12,22.0463619464648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.00019837333862328903}",20,0,31.153347585428605,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.9, 'e': 0.00019290123456790122}",25,0,34.90190771023553,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.9, 'e': 0.00018765246762994934}",25,0,22.263539662963208,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
74,False,"{'a': 0.9, 'e': 0.00018261504747991235}",20,0,-58.28799882942097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
75,False,"{'a': 0.9, 'e': 0.00017777777777777779}",20,0,28.854664425681463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.9, 'e': 0.00017313019390581717}",25,18,9.875051704832124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.00016866250632484398}",30,18,16.13362504912715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.0001643655489809336}",25,13,20.999842579597914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.9, 'e': 0.0001602307322544464}",25,13,-17.86208102086711,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
80,False,"{'a': 0.9, 'e': 0.00015625}",25,14,18.572853086115693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.00015241579027587258}",20,8,21.825875706830313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.000148720999405116}",20,10,20.65064090976758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.00014515894904920887}",20,8,20.709106786364096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.0001417233560090703}",20,2,29.263604934618037,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.9, 'e': 0.0001384083044982699}",25,0,36.62546042323298,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
86,False,"{'a': 0.9, 'e': 0.00013520822065981613}",25,0,34.56453653720702,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.9, 'e': 0.0001321178491214163}",20,0,29.425298702410394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.9, 'e': 0.00012913223140495868}",20,15,11.494625311536296,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 0.00012624668602449185}",20,14,12.600419086660642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.0001234567901234568}",25,12,24.290000388601335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 0.00012075836251660427}",25,0,37.58998692454228,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
92,False,"{'a': 0.9, 'e': 0.00011814744801512288}",20,10,19.534115244817592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 0.00011562030292519366}",20,4,31.802942098663237,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.9, 'e': 0.00011317338162064282}",25,15,19.374314230959456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.9, 'e': 0.00011080332409972299}",25,0,11.016075416722895,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
96,False,"{'a': 0.9, 'e': 0.00010850694444444444}",20,16,9.319316719869997,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.00010628122010840685}",20,5,22.675943884901542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.9, 'e': 0.00010412328196584757}",25,11,24.89403529613457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.9, 'e': 0.00010203040506070809}",25,14,19.844862177470517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.9, 'e': 0.0001}",25,2,33.31217933284752,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.9, 'e': 9.80296049406921e-05}",25,0,37.55843055760621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.9, 'e': 9.611687812379854e-05}",30,14,25.04788239118085,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.9, 'e': 9.425959091337543e-05}",30,0,45.83803534760987,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,False,"{'a': 0.9, 'e': 9.245562130177515e-05}",20,12,11.674526199777961,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.9, 'e': 9.070294784580499e-05}",20,8,14.492713117888732,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.9, 'e': 8.8999644001424e-05}",25,11,23.074158707405765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.9, 'e': 8.734387282732117e-05}",25,0,2.2636882174529576,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
108,False,"{'a': 0.9, 'e': 8.573388203017833e-05}",20,12,17.77521477773186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.9, 'e': 8.416799932665601e-05}",30,9,32.75758633854484,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.9, 'e': 8.264462809917356e-05}",20,6,24.49223432935384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.9, 'e': 8.116224332440549e-05}",20,7,-2.3754101745795184,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.9, 'e': 7.971938775510203e-05}",20,12,16.293471297809003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.9, 'e': 7.831466833737959e-05}",25,12,23.688030365721882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.9, 'e': 7.694675284702985e-05}",30,12,30.91092406719489,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.9, 'e': 7.561436672967865e-05}",25,3,34.93041234622947,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.9, 'e': 7.431629013079668e-05}",30,10,13.810272756184546,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
117,False,"{'a': 0.9, 'e': 7.305135510263716e-05}",30,21,15.589696762352078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.9, 'e': 7.181844297615628e-05}",30,20,19.170809706260748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 7.06164818868724e-05}",20,14,14.862644821971477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.9, 'e': 6.944444444444444e-05}",25,10,26.51977899757648,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.9, 'e': 6.830134553650706e-05}",20,13,14.959879417301961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.9, 'e': 6.718624025799516e-05}",30,22,15.316490755299055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.9, 'e': 6.609822195782933e-05}",20,7,23.90757070278249,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.9, 'e': 6.503642039542144e-05}",30,10,38.06129103123864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.9, 'e': 6.4e-05}",20,13,11.543983045346796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.9, 'e': 6.298815822625347e-05}",20,10,15.371853331438807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.9, 'e': 6.2000124000248e-05}",25,11,21.682345868413186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.9, 'e': 6.103515625e-05}",20,14,11.09551951527189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 6.009254251547383e-05}",30,24,12.199563358468728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.9, 'e': 5.9171597633136094e-05}",30,13,27.65228861106994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.9, 'e': 5.8271662490530857e-05}",30,11,35.54908671485243,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.9, 'e': 5.73921028466483e-05}",20,3,30.757824484872817,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 5.6532308214144386e-05}",20,10,17.571208390513057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.9, 'e': 5.569169079973268e-05}",20,0,28.317910591519222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.9, 'e': 5.486968449931413e-05}",30,0,46.39986063156367,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.9, 'e': 5.406574394463668e-05}",20,8,21.337590513379507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.9, 'e': 5.3279343598486864e-05}",25,16,15.40167899969382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.9, 'e': 5.250997689561017e-05}",20,15,10.625530862250503,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.9, 'e': 5.175715542673774e-05}",25,14,17.5027007686595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.9, 'e': 5.102040816326531e-05}",20,13,12.3463341212406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.9, 'e': 5.02992807202857e-05}",20,5,25.87740457871552,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.9, 'e': 4.959333465582226e-05}",35,23,20.39396148689538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.9, 'e': 4.8902146804244705e-05}",25,13,22.34609203501144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.9, 'e': 4.8225308641975306e-05}",25,19,11.414502515597407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.9, 'e': 4.756242568370987e-05}",20,8,22.196764391333833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.9, 'e': 4.6913116907487336e-05}",25,15,18.078851684645898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.9, 'e': 4.627701420704336e-05}",20,13,12.088825084877218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.9, 'e': 4.565376186997809e-05}",30,9,30.822461401061712,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.9, 'e': 4.504301608035674e-05}",20,3,31.78932866663475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.9, 'e': 4.4444444444444447e-05}",25,5,34.9645081975151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.9, 'e': 4.385772553835358e-05}",25,13,-1.0958415114832922,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.9, 'e': 4.3282548476454294e-05}",20,13,13.356702555729157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.9, 'e': 4.2718612499466016e-05}",25,13,23.458264112238215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.9, 'e': 4.2165626581210996e-05}",20,9,20.43700425695529,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.9, 'e': 4.162330905306972e-05}",25,7,26.679801853209696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.9, 'e': 4.10913872452334e-05}",20,6,25.83289005770563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.9, 'e': 4.056959714390036e-05}",20,12,17.24900913589815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.9, 'e': 4.00576830636116e-05}",25,14,20.371876769428713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.9, 'e': 3.955539733396622e-05}",25,14,21.94834567887155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.9, 'e': 3.90625e-05}",30,22,14.501845750289199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.9, 'e': 3.8578758535550326e-05}",30,16,24.607482380000782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.9, 'e': 3.8103947568968146e-05}",20,16,8.113269763018371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.9, 'e': 3.7637848620572846e-05}",25,13,22.662144341887913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.9, 'e': 3.7180249851279e-05}",25,15,17.17533106414615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.9, 'e': 3.6730945821854914e-05}",20,6,22.71602245180593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.9, 'e': 3.628973726230222e-05}",20,6,22.32184845970754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.9, 'e': 3.58564308508731e-05}",30,1,41.63132736415796,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.9, 'e': 3.5430839002267575e-05}",20,8,11.120620401717101,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.9, 'e': 3.501277966457757e-05}",25,7,31.25706156563709,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.9, 'e': 3.460207612456748e-05}",25,18,14.296478838907628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.9, 'e': 3.419855682090216e-05}",30,22,15.243629365551422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.9, 'e': 3.380205516495403e-05}",25,9,28.50154422244077,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.9, 'e': 3.3412409368839586e-05}",25,4,33.84283177108753,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.9, 'e': 3.302946228035408e-05}",20,6,23.70135045020971,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.9, 'e': 3.265306122448979e-05}",25,8,31.54565610577782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.9, 'e': 3.228305785123967e-05}",30,8,38.04624322133334,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.9, 'e': 3.191930798940279e-05}",20,3,33.19702083480164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.9, 'e': 3.156167150612296e-05}",20,2,30.337677800189425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.9, 'e': 3.121001217190475e-05}",25,8,36.537772984535124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.9, 'e': 3.08641975308642e-05}",20,0,26.89408815988661,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.9, 'e': 3.0524098775983637e-05}",20,16,6.464386621256743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.9, 'e': 3.0189590629151068e-05}",20,8,24.88980375552727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.9, 'e': 2.986055122577563e-05}",25,3,34.26051989635736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
